"date ","nm_id ","date__nm_id ","imt_id ","open_card_count_jam ","add_to_cart_count_jam ","orders_count_jam ","views ","clicks ","adv_sum ","external_costs ","external_sources ","atbs ","orders ","shks ","sum_price ","avg_position ","views_auto ","clicks_auto ","adv_sum_auto ","ctr_auto ","cpc_auto ","cpm_auto ","views_manual ","clicks_manual ","adv_sum_manual ","ctr_manual ","cpc_manual ","cpm_manual ","views_ppc ","clicks_ppc ","adv_sum_ppc ","ctr_ppc ","cpc_ppc ","cpm_ppc ","views_search_auto ","clicks_search_auto ","adv_sum_search_auto ","cpc_search_auto ","ctr_search_auto ","cpm_search_auto ","views_search_manual ","clicks_search_manual ","adv_sum_search_manual ","cpc_search_manual ","ctr_search_manual ","cpm_search_manual ","views_rs_auto ","clicks_rs_auto ","adv_sum_rs_auto ","cpc_rs_auto ","ctr_rs_auto ","cpm_rs_auto ","views_rs_manual ","clicks_rs_manual ","adv_sum_rs_manual ","cpc_rs_manual ","ctr_rs_manual ","cpm_rs_manual ","ctr_auto_subject_diff ","ctr_manual_subject_diff ","ctr_search_auto_subject_diff ","ctr_search_manual_subject_diff ","ctr_rs_auto_subject_diff ","ctr_rs_manual_subject_diff ","adv_percent ","organic_percent ","open_card_count ","open_card_dynamic ","orders_sum_rub ","orders_count ","add_to_cart_count ","add_to_cart_conversion ","cart_to_order_conversion ","click_to_order_conversion ","buyout_percent ","orders_dyn ","spp ","buyouts_sum_rub ","buyouts_count ","avg_price ","avg_price_with_spp ","valuation_count ","stocks ","stocks_sizes ","in_way_to_client ","in_way_from_client ","stocks_enough_for ","returns_plan ","order_price ","card_price ","localization ","orders_count_local ","unit_expenses ","marg_without_adv ","marg_with_adv ","profit_without_adv ","profit_with_adv ","card_rating ","promo_sum ","promo_count ","expected_buyouts_sum_rub ","stocks_rub ","all_stocks_rub ","returns_plan_rub ","dummy ","buyout_percent_day ","buyout_percent_month ","hranenie_rub ","priemka_rub ","acquiring_rub ","tax_total_rub ","delivery_mp_with_buyout_rub ","additional_costs ","sebes_rub ","markirovka_rub ","perc_mp_rub ","actions ","promo_total_cost ","orders_count_returned_fact ","orders_buyouts_count_fact ","orders_count_canceled_fact ","orders_buyouts_sum_rub_fact ","orders_sum_rub_returned_fact ","orders_sum_rub_canceled_fact ","stocks_enough_for_with_buyout_perc ","frequency ","stocks_total ","jam_clicks ","orders_count_completed ","orders_count_canceled ","orders_count_returned ","orders_buyouts_count ","orders_sum_rub_completed ","orders_sum_rub_canceled ","orders_sum_rub_returned ","orders_buyouts_sum_rub ","expected_buyouts_count ","orders_count_total_central ","orders_count_total_northwest ","orders_count_total_south_caucasus ","orders_count_total_volga ","orders_count_total_fareast ","orders_count_total_ural ","orders_count_local_central ","orders_count_local_northwest ","orders_count_local_south_caucasus ","orders_count_local_volga ","orders_count_local_fareast ","orders_count_local_ural ","localization_percent_central ","localization_percent_northwest ","localization_percent_south_caucasus ","localization_percent_volga ","localization_percent_fareast ","localization_percent_ural ","log_text "
"2026-03-30","291309584","46111|0291309584","900724314","0","7","3","3512","83","3037,31","0","","12","4","4","9800","0","0","0","0","0","0","0","3512","83","3037,31","0,02363","36,59","864,84","0","0","0","0","0","0","0","0","0","0","0","0","353","42","1529,13","36,41","0,11898","4331,81","0","0","0","0","0","0","3159","41","1508,18","36,78","0,01298","477,42","-0,0297","-0,01947","-0,0365","0,05758","-0,0228","-0,01182","0,24794","0,3252","123","-0,18","12250","5","15","0,12195","0,33333","0,04065","0,805","3,857","0,308","9800","4","2450","1695,4","0","235","0 - 235","16","3","60,93","6,12","607,46","202,49","0,45763","3","1769,520266","0,27775","-0,03218","2721,92","-315,39","4,75","0","0","9800","175310","179875,52","4565,52","","0,8","0,805","8,49291084","0","53,30152174","182,2333333","68,9925","0","746","0","710,5","","0","0","4","2","9800","0","4970","81,04","471","241,12","51","5","0","1","4","12250","0","2450","9800","4","2","0","1","2","0","0","2","0","0","1","0","0","1","0","0","0,5","0","0",""
"2026-03-30","495306951","46111|0495306951","628722626","0","6","1","3401","70","3063,25","0","","14","1","1","3735","0","0","0","0","0","0","0","3401","70","3063,25","0,02058","43,76","900,69","0","0","0","0","0","0","0","0","0","0","0","0","376","32","1876,88","58,65","0,08511","4991,7","0","0","0","0","0","0","3025","38","1186,37","31,22","0,01256","392,19","-0,0297","-0,02252","-0,0365","0,02371","-0,0228","-0,01224","0,41007","0,69697","231","-0,43659","7470","2","16","0,06926","0,125","0,00866","0,89","5,571","0,365","22949,9","6","3735","2371,73","1","141","0 - 141","17","1","25,31","2,87","1531,63","191,45","0,46667","0","2763,642855","0,26007","-0,15","1942,71","-1120,54","4,82","0","0","7470","167649","171061,43","3412,43","","1","0,89","3,42482265","0","84,52048951","277,8128571","125,7346853","0","1189","0","1083,15","","0","0","6","0","22949,9","0","0","29,64","1919","143,87","64","2","0","0","2","7470","0","0","7470","2","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"2026-03-30","495307071","46111|0495307071","900724314","1","5","1","668","36","2786,97","0","","5","1","1","3182","0","0","0","0","0","0","0","668","36","2786,97","0,05389","77,42","4172,11","0","0","0","0","0","0","0","0","0","0","0","0","571","36","2748,4","76,34","0,06305","4813,31","0","0","0","0","0","0","97","0","38,57","0","0","397,63","-0,0297","0,01079","-0,0365","0,00165","-0,0228","-0,0248","0,43793","0,5","74","-0,28155","6364","2","8","0,10811","0,25","0,02703","0,803","2","0,33","3268,02","1","3182","2131,94","0","97","0 - 97","10","3","48,5","4,97","1393,49","348,37","0,39024","1","2342,956084","0,26368","-0,17424","1678,09","-1108,88","4,66","0","0","6364","92441","97177,41","4736,41","","1","0,803","7,499458","0","67,54424779","236,6801905","155,4521875","0","953","0","922,78","","0","0","1","1","3268,02","0","3311","66,24","1365","101,97","40","2","0","0","2","6364","0","0","6364","2","1","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","0","0",""
"2026-03-30","608526752","46111|0608526752","626608537","0","7","1","541","46","1369,99","0","","12","0","0","0","0","0","0","0","0","0","0","541","46","1369,99","0,08503","29,78","2532,33","0","0","0","0","0","0","0","0","0","0","0","0","454","40","1349,3","33,73","0,08811","2972,03","0","0","0","0","0","0","87","6","20,69","3,45","0,06897","237,82","-0,0367","0,00933","-0,0385","-0,03039","-0,0349","0,03617","0,12864","0,843","293","-0,20596","10650","1","17","0,05802","0,05882","0,00341","0,78","2","0,22","32850","3","10650","8307","0","210","0 - 210","3","3","105","3,66","1369,99","80,59","0,45455","0","10006,89705","0,06039","-0,06825","643,1","-726,89","4,49","0","0","10650","815850","830069,1","14219,1","","0","0,78","518,246085","0","292,2530909","870,2571429","1565,640727","0","3885","0","2875,5","","0","0","3","0","32850","0","0","153,45","4376","213,66","121","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"2026-03-30","678390737","46111|0678390737","2360213450","0","27","2","9384","444","6340,35","0","","54","4","4","22960","0","0","0","0","0","0","0","9384","444","6340,35","0,04731","14,28","675,66","0","0","0","0","0","0","0","0","0","0","0","0","2006","192","5048,07","26,29","0,09571","2516,49","0","0","0","0","0","0","7378","252","1292,28","5,13","0,03416","175,15","-0,0367","-0,02839","-0,0385","-0,02279","-0,0349","0,00136","0,27615","0,34706","680","-0,20561","22960","4","73","0,10735","0,05479","0,00588","0,84","11,286","0,2225","23520","4","5740","4462,85","0","189","0 - 189","44","7","16,75","14,04","1585,09","86,85","0,45638","2","4805,58153","0,16279","-0,11336","3737,67","-2602,68","4,39","0","0","22960","349650","375624","25974","","1","0,84","41,13275725","0","152,3329534","467,5366667","744,779153","0","1850","0","1549,8","","0","0","4","3","23520","0","17640","23,97","4372","203,04","274","3","0","0","3","17220","0","0","17220","4","2","0","1","0","0","1","2","0","0","0","0","0","1","0","0","0","0","0",""
"2026-03-30","718415270","46111|0718415270","628722626","0","6","0","11762","378","4164,56","0","","36","5","5","28730","0","0","0","0","0","0","0","11762","378","4164,56","0,03214","11,02","354,07","0","0","0","0","0","0","0","0","0","0","0","0","237","28","795,2","28,4","0,11814","3355,27","0","0","0","0","0","0","11525","350","3369,36","9,63","0,03037","292,35","-0,0297","-0,01096","-0,0365","0,05674","-0,0228","0,00557","0,10334","0,50717","767","-0,53515","40300","7","58","0,07562","0,12069","0,00913","0,788","7,714","0,36625","52650","9","5757,14","3648,59","1","488","0 - 488","32","5","63,26","11,78","594,94","71,8","0,52419","5","3918,622718","0,3188","0,13781","7335,51","3170,95","4,72","0","0","23010","740296","758166,26","17870,26","","0,571","0,788","16,12396184","0","119,54444","428,2215562","168,16216","0","1517","0","1669,5706","","0","1","10","0","58500","5850","0","88,32","1862","499,784","66","7","3","0","4","40300","17290","0","23010","4","3","0","2","1","2","0","3","0","2","1","0","0","1","0","1","1","0","0",""
"2026-03-30","737732125","46111|0737732125","626608537","0","9","0","4740","220","1785,72","0","","28","0","0","0","0","0","0","0","0","0","0","4740","220","1785,72","0,04641","8,12","376,73","0","0","0","0","0","0","0","0","0","0","0","0","405","67","1032,04","15,4","0,16543","2548,25","0","0","0","0","0","0","4335","153","753,68","4,93","0,03529","173,86","-0,0367","-0,02929","-0,0385","0,04693","-0,0349","0,00249","0,15006","0,47991","423","-0,12963","11900","1","32","0,07565","0,03125","0,00236","0,904","3,429","0,22","0","0","11900","9282","0","75","0 - 75","10","2","21,87","2,96","1785,72","55,8","0,54545","1","10425,02674","0,12395","-0,02611","1474,97","-310,75","4,49","0","0","11900","350250","364073,2","13823,2","","1","0,904","102,4373304","0","310,3080392","972,4","1156,881373","0","4670","0","3213","","0","0","0","0","0","0","0","28,06","4345","77,96","161","1","0","0","1","11900","0","0","11900","1","1","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0",""
"2026-03-30","790976796","46111|0790976796","633708784","0","147","66","24442","630","16169,61","0","","136","46","46","138007","0","0","0","0","0","0","0","24442","630","16169,61","0,02578","25,67","661,55","0","0","0","0","0","0","0","0","0","0","0","0","1690","184","5099,04","27,71","0,10888","3017,18","0","0","0","0","0","0","22752","446","11070,57","24,82","0,0196","486,58","-0,0291","-0,02612","-0,0432","0,02978","-0,015","-0,0051","0,09456","0,50511","1273","0,12755","170999","57","165","0,12962","0,34545","0,04478","0,941","34,714","0,29679","107000,69","35","2999,98","2109,62","0","556","0 - 556","157","5","16,02","14,26","283,68","98","0,65677","37","2129,511538","0,29016","0,19035","47005,7","30836,09","4,9","0","0","161999,32","348612","357553,02","8941,02","","0,943","0,941","10,50580386","0","88,83442857","221,0073838","222,1703214","0","627","0","959,9936","","0","0","35","0","107000,69","0","0","17,72","4858","570,263","706","53","3","0","50","158999,4","9000","0","149999,4","54","26","3","5","6","1","6","26","0","5","3","0","5","1","0","1","0,5","0","0,83333",""
"2026-03-30","809188998","46111|0809188998","633708784","0","52","18","4587","139","5374,89","0","","38","9","9","22770","0","0","0","0","0","0","0","4587","139","5374,89","0,0303","38,67","1171,77","0","0","0","0","0","0","0","0","0","0","0","0","1546","95","4608,15","48,51","0,06145","2980,69","0","0","0","0","0","0","3041","44","766,74","17,43","0,01447","252,13","-0,0291","-0,0216","-0,0432","-0,01765","-0,015","-0,01023","0,15196","0,74495","545","0,00554","35370","14","55","0,10092","0,25455","0,02569","0,888","4,143","0,27385","13050","5","2526,43","1834,57","0","678","0 - 678","23","2","163,65","4,58","383,92","97,73","0,65217","10","1906,306592","0,24369","0,06599","7370,75","1995,86","5","0","0","30246,43","318660","320812,6","2152,6","","0,846","0,888","108,9568608","0","94,83716049","192,1927485","231,8622222","0","470","0","808,4576","","0","0","5","1","13050","0","2610","192,68","4635","682,576","373","13","2","0","11","32820","5100","0","27720","12","9","2","1","1","0","0","9","0","1","0","0","0","1","0","1","0","0","0",""
"2026-03-30","809200437","46111|0809200437","633708784","2","56","6","13056","296","9308,01","0","","60","6","6","9330","0","0","0","0","0","0","0","13056","296","9308,01","0,02267","31,45","712,93","0","0","0","0","0","0","0","0","0","0","0","0","1518","95","3733,26","39,3","0,06258","2459,33","0","0","0","0","0","0","11538","201","5574,75","27,74","0,01742","483,16","-0,0291","-0,02923","-0,0432","-0,01652","-0,015","-0,00728","0,84541","0,57368","699","0,4472","11010","7","73","0,10443","0,09589","0,01001","0,912","6,286","0,27","6720,03","4","1572,86","1148,19","0","507","0 - 507","21","2","80,66","3,85","1329,72","127,51","0,53333","4","1061,337487","0,32522","-0,5202","3580,64","-5727,37","4,43","0","0","11010","129792","130777,6","985,6","","1","0,912","14,06420024","0","53,14587302","120,286341","114,525873","0","256","0","503,3152","","0","0","4","0","6720,03","0","0","92,15","5134","510,848","396","7","0","0","7","11010","0","0","11010","7","4","1","0","2","0","0","4","0","0","0","0","0","1","0","0","0","0","0",""
"2026-03-30","809204609","46111|0809204609","633708784","2","108","28","16525","664","12768,85","0","","135","23","23","53359","0","0","0","0","0","0","0","16525","664","12768,85","0,04018","19,23","772,7","0","0","0","0","0","0","0","0","0","0","0","0","1785","197","5603,86","28,45","0,11036","3139,42","0","0","0","0","0","0","14740","467","7164,99","15,34","0,03168","486,09","-0,0291","-0,01172","-0,0432","0,03126","-0,015","0,00698","0,18979","0,43319","1175","0,30411","67280","29","156","0,13277","0,1859","0,02468","0,929","19,286","0,26871","48719,84","21","2320","1696,59","0","615","0 - 615","85","2","31,89","8,04","440,31","81,85","0,58282","21","1601,611644","0,30965","0,11986","20832,96","8064,11","5","0","0","67279,7","271830","275383,68","3553,68","","1","0,929","10,7112132","0","74,68641379","177,7382933","154,0757241","0","442","0","742,4","","0","0","21","1","48719,84","0","2320","35,95","5241","623,035","639","29","0","0","29","67279,7","0","0","67279,7","29","21","1","1","3","2","0","21","0","1","1","0","0","1","0","1","0,33333","0","0",""
"2026-03-30","825055913","46111|0825055913","628722626","0","22","8","3827","113","5060,6","0","","21","5","5","18980","0","0","0","0","0","0","0","3827","113","5060,6","0,02953","44,78","1322,34","0","0","0","0","0","0","0","0","0","0","0","0","643","51","2886,18","56,59","0,07932","4488,62","0","0","0","0","0","0","3184","62","2174,42","35,07","0,01947","682,92","-0,0297","-0,01357","-0,0365","0,01792","-0,0228","-0,00533","0,14768","0,63312","308","-0,5","34268","9","28","0,09091","0,32143","0,02922","0,854","5,143","0,34889","15600","4","3807,56","2479,14","1","346","0 - 346","20","3","67,28","5,92","562,29","180,74","0,47368","4","2494,581873","0,3454","0,1557","9213,93","4153,33","4,68","0","0","26676","315206","320599,12","5393,12","","0,778","0,854","8,79235224","0","103,0784545","283,209939","84,30872727","0","911","0","1104,1924","","0","2","6","0","23400","7800","0","84,8","4796","351,92","166","9","1","1","7","34268","3796","3796","26676","7","2","1","3","2","0","1","2","0","3","2","0","0","1","0","1","1","0","0",""
"2026-03-30","825057573","46111|0825057573","628722626","0","30","8","5224","161","5221,87","0","","25","4","4","15700","0","0","0","0","0","0","0","5224","161","5221,87","0,03082","32,43","999,59","0","0","0","0","0","0","0","0","0","0","0","0","643","52","2986,55","57,43","0,08087","4644,71","0","0","0","0","0","0","4581","109","2235,32","20,51","0,02379","487,95","-0,0297","-0,01228","-0,0365","0,01947","-0,0228","-0,00101","0,19058","0,64847","458","-0,34006","27400","7","41","0,08952","0,17073","0,01528","0,882","9","0,33857","36000","9","3914,29","2589,03","1","321","0 - 321","24","4","35,67","6,83","745,98","127,36","0,55357","4","2328,91774","0,40321","0,18019","9440,78","4218,91","4,59","0","0","23414,29","233367","238332,41","4965,41","","0,833","0,882","4,62326004","0","94,52937824","291,1486181","76,47238342","0","727","0","1135,1441","","0","0","9","1","36000","0","4000","43,33","5792","327,832","214","6","0","1","5","23400","0","3900","19500","6","2","1","1","1","1","1","2","0","1","0","0","1","1","0","1","0","0","1",""
"2026-03-30","852679064","46111|0852679064","723692551","0","5","1","811","42","1465,11","0","","4","1","1","3690","0","0","0","0","0","0","0","811","42","1465,11","0,05179","34,88","1806,55","0","0","0","0","0","0","0","0","0","0","0","0","424","29","1336,08","46,07","0,0684","3151,13","0","0","0","0","0","0","387","13","129,03","9,93","0,03359","333,41","0","-0,00361","0","-0,0171","0","0,00839","0,39705","0,54839","93","-0,60256","3690","1","7","0,07527","0,14286","0,01075","0,774","3,429","0,3","-3915","-1","3690","2583","0","340","0 - 340","10","4","99,15","6,26","1465,11","209,3","0,40476","1","2608,126411","0,29319","-0,10386","1081,87","-383,24","4,67","0","0","3690","370260","377077,14","6817,14","","1","0,774","12,0153936","0","82,10439394","274,4657143","80,44090909","0","1089","0","1070,1","","0","2","1","0","3825","7740","0","135,29","2452","346,26","70","1","0","0","1","3690","0","0","3690","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0",""
"2026-03-30","868533173","46111|0868533173","628722626","0","2","0","2864","60","3025,38","0","","4","0","0","0","0","0","0","0","0","0","0","2864","60","3025,38","0,02095","50,42","1056,35","0","0","0","0","0","0","0","0","0","0","0","0","335","9","1290,39","143,38","0,02687","3851,91","0","0","0","0","0","0","2529","51","1734,99","34,02","0,02017","686,04","-0,0297","-0,02215","-0,0365","-0,03453","-0,0228","-0,00463","0","0,7","200","-0,36508","0","0","6","0,03","0","0","0,75","0,286","0,25","2975,09","1","2800","2100","1","489","0 - 489","1","0","1709,79","0,25","0","504,23","0,5","0","2003,32791","0","0","0","-3025,38","0","0","0","0","364794","364980,5","186,5","","0","0,75","16,27416","0","86,80875","220","122,245","0","746","0","812","","0","0","1","0","2975,09","0","0","2280,89","4032","489,25","71","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"2026-03-30","876229054","46111|0876229054","628722626","2","6","4","1230","27","3050,2","0","","5","2","2","7310","0","0","0","0","0","0","0","1230","27","3050,2","0,02195","112,97","2479,84","0","0","0","0","0","0","0","0","0","0","0","0","667","14","2850,8","203,63","0,02099","4274,06","0","0","0","0","0","0","563","13","199,4","15,34","0,02309","354,17","-0,0297","-0,02115","-0,0365","-0,04041","-0,0228","-0,00171","0,41726","0,84574","188","-0,44048","7310","2","6","0,03191","0,33333","0,01064","0,933","0,857","0,33","0","0","3655","2448,85","1","386","0 - 386","7","0","450,41","0,47","1525,1","508,37","0,66667","2","2512,255631","0,31265","-0,10461","2285,49","-764,71","0","0","0","7310","367858","368305,91","447,91","","1","0,933","20,4795","0","81,135","271,862381","125,82875","0","953","0","1059,95","","0","0","0","0","0","0","0","548,36","4929","386,469","117","2","0","0","2","7310","0","0","7310","2","2","0","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0",""
"2026-03-30","961215652","46111|0961215652","633708784","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0,0291","-0,0519","-0,0432","-0,0791","-0,015","-0,0247","0","0","0","0","0","0","0","0","0","0","0,305","0","0,32667","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","1078,87","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","258,87","0","820","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"2026-03-30","977724714","46111|0977724714","706795104","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0,0219","-0,0374","-0,0247","-0,0516","-0,019","-0,0231","0","0","0","0","0","0","0","0","0","0","0,7","0","0,272","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","987,15","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","987,15","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"2026-03-30","1000761784","46111|1000761784","706795104","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0,0219","-0,0374","-0,0247","-0,0516","-0,019","-0,0231","0","0","0","0","0","0","0","0","0","0","0,7","0","0,274","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","2991,08","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","841,08","0","2150","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"2026-03-30","1000761785","46111|1000761785","706795104","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0,0219","-0,0374","-0,0247","-0,0516","-0,019","-0,0231","0","0","0","0","0","0","0","0","0","0","0,7","0","0,275","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","3672,94","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","1522,94","0","2150","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"2026-03-30","1047404714","46111|1047404714","706795104","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0,0201","-0,0414","-0,0197","-0,0565","-0,0205","-0,0263","0","0","0","0","0","0","0","0","0","0","0,7","0","0,3","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","3508,02","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","1108,02","0","2400","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"2026-03-31","291309584","46112|0291309584","900724314","0","1","0","2456","61","2052,87","0","","4","0","0","0","0","0","0","0","0","0","0","2456","61","2052,87","0,02484","33,65","835,86","0","0","0","0","0","0","0","0","0","0","0","0","232","22","986,01","44,82","0,09483","4250,04","0","0","0","0","0","0","2224","39","1066,86","27,36","0,01754","479,7","-0,0297","-0,01826","-0,0365","0,03343","-0,0228","-0,00726","0","0,37113","97","-0,21138","0","0","5","0,05155","0","0","0,805","4,286","0,308","12250","5","2450","1695,4","0","233","0 - 233","14","2","54,36","4,73","0","410,57","0,44828","0","1769,485226","0","0","0","-2052,87","4,75","0","0","0","173818","177346,58","3528,58","","0","0,805","7,76168388","0","53,88947917","182,2333333","69,10072917","0","746","0","710,5","","0","0","5","0","12250","0","0","71,89","424","237,73","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"2026-03-31","495306951","46112|0495306951","628722626","1","5","2","2427","40","2042,69","0","","10","2","2","7470","0","0","0","0","0","0","0","2427","40","2042,69","0,01648","51,07","841,65","0","0","0","0","0","0","0","0","0","0","0","0","231","15","1184,6","78,97","0,06494","5128,14","0","0","0","0","0","0","2196","25","858,09","34,32","0,01138","390,75","-0,0297","-0,02662","-0,0365","0,00354","-0,0228","-0,01342","0,13673","0,77473","182","-0,21212","14940","4","15","0,08242","0,26667","0,02198","0,902","5,429","0,356","19125","5","3735","2405,34","0","187","0 - 187","17","1","34,44","2,67","510,67","136,18","0,47368","2","2763,856272","0,26001","0,12329","3884,57","1841,88","4,82","0","0","14940","222343","225517,63","3174,63","","1","0,902","4,775967","0","83,53696552","277,8128571","125,5804828","0","1189","0","1083,15","","0","0","5","0","19125","0","0","39,54","1589","189,666","35","4","0","0","4","14940","0","0","14940","4","1","0","1","1","2","0","1","0","1","0","1","0","1","0","1","0","0,5","0",""
"2026-03-31","495307071","46112|0495307071","900724314","0","2","2","516","17","2281,15","0","","1","2","2","6364","0","0","0","0","0","0","0","516","17","2281,15","0,03295","134,19","4420,83","0","0","0","0","0","0","0","0","0","0","0","0","473","17","2257,17","132,77","0,03594","4772,03","0","0","0","0","0","0","43","0","23,98","0","0","557,67","-0,0297","-0,01015","-0,0365","-0,02546","-0,0228","-0,0248","0,17922","0,73016","63","-0,14865","12728","4","5","0,07937","0,8","0,06349","0,808","1,857","0,3475","-903","0","3182","2076,26","0","96","0 - 96","10","2","51,7","3,92","570,29","456,23","0,41667","1","2347,430415","0,26228","0,08306","3338,28","1057,13","4,66","0","0","12728","91488","95223,76","3735,76","","1","0,808","8,2050485","0","66,33605505","236,6801905","160,4291209","0","953","0","922,78","","0","1","1","0","3225","4128","0","69,56","995","99,92","26","4","0","0","4","12728","0","0","12728","4","0","0","3","1","0","0","0","0","1","0","0","0","0","0","0,33333","0","0","0",""
"2026-03-31","608526752","46112|0608526752","626608537","1","6","1","424","55","1068,37","0","","4","1","1","10650","0","0","0","0","0","0","0","424","55","1068,37","0,12972","19,42","2519,74","0","0","0","0","0","0","0","0","0","0","0","0","366","43","1053,59","24,5","0,11749","2878,66","0","0","0","0","0","0","58","12","14,78","1,23","0,2069","254,83","-0,0367","0,05402","-0,0385","-0,00101","-0,0349","0,1741","0,03344","0,81395","301","0,0273","31950","3","12","0,03987","0,25","0,00997","0,767","1,571","0,21667","10950","1","10650","8342,46","1","210","0 - 210","3","2","133,67","2,7","356,12","89,03","0,47619","2","10239,38872","0,03856","-0,06176","410,61","-657,76","4,49","0","0","10650","815850","826339,5","10489,5","","0","0,767","680,2891371","0","287,8148077","873,9724714","1636,812308","0","3885","0","2875,5","","0","0","1","1","10950","0","10950","200,54","4090","212,699","106","2","1","1","0","21300","10650","10650","0","1","1","0","1","1","0","0","1","0","1","1","0","0","1","0","1","1","0","0",""
"2026-03-31","678390737","46112|0678390737","2360213450","0","15","3","4846","209","3109,21","0","","23","6","6","34440","0","0","0","0","0","0","0","4846","209","3109,21","0,04313","14,88","641,6","0","0","0","0","0","0","0","0","0","0","0","0","877","90","2208,95","24,54","0,10262","2518,76","0","0","0","0","0","0","3969","119","900,26","7,57","0,02998","226,82","-0,0367","-0,03257","-0,0385","-0,01588","-0,0349","-0,00282","0,06771","0,63462","572","-0,15882","45920","8","45","0,07867","0,17778","0,01399","0,839","10","0,2275","41020","7","5740","4434,15","1","181","0 - 181","44","7","18,1","14,08","388,65","69,09","0,46377","1","4807,370514","0,16248","0,0851","6528,41","3419,2","4,39","0","0","40180","334850","360898","26048","","0,833","0,839","44,9539202","0","151,9649086","464,53","746,1216851","0","1850","0","1549,8","","0","1","8","1","46900","5880","5880","26,13","4032","195,084","177","6","0","1","5","34440","0","5740","28700","7","1","2","0","2","2","1","1","0","0","0","0","0","1","0","0","0","0","0",""
